OBJECTID,2010 Census Block Group ID,Registrants,Total Damaged (any type),Registrants w/o Inspection,Damaged w/o Flooding,Basement Flooded up to 2 Feet,Basement Flooded 2 Feet or More,First Floor Flooded up to 1 Foot,First Floor Flooded 1 to 4 Feet,Living Space Flooded 4 Feet or More,Damaged Owners Single Family,Damaged Owners Multifamily,Damaged Owners Missing Building Type,Damaged Single Family,Damaged Multifamily,Damaged Renters Missing Building Type,Uninsured Owners with Damage,Insured Owners with Damage,Total Housing Units,Seasonal Housing Units,Percent Non-Seasonal Damaged,Shape__Area,Shape__Length
668,340373748004,58,10,48,9,1,0,0,0,0,10,0,0,0,0,0,3,7,426,0,2.3,1130069.109375,6048.02635142177
669,340373747003,65,14,51,13,1,0,0,0,0,14,0,0,0,0,0,2,12,496,60,3.2,2711138.57421875,7518.3969307198
670,340311812002,69,10,59,8,2,0,0,0,0,6,0,0,2,2,0,3,3,493,0,2,288467.671875,2210.00722254787
671,340170137002,92,40,52,2,2,25,3,6,2,15,1,0,23,1,0,15,1,322,0,12.4,197755.8828125,2387.15997795322
672,340170138001,239,118,121,0,7,57,2,36,16,64,19,0,28,5,0,73,10,731,2,16.2,1545826.28515625,5288.11734143851
673,340030120021,21,14,7,2,0,7,2,2,1,10,0,0,4,0,0,0,10,510,2,2.8,664601.5078125,4164.68180393931
674,340030120023,38,21,17,0,3,15,1,1,1,15,0,0,6,0,0,5,10,614,1,3.4,408622.9609375,3407.18876118085
675,340130109004,47,11,36,7,4,0,0,0,0,9,1,0,1,0,0,6,4,427,0,2.6,605201.109375,4780.27783036181
676,340130101003,87,12,75,8,4,0,0,0,0,9,0,0,3,0,0,2,7,435,0,2.8,535441.29296875,3327.77542847229
677,340130102004,69,11,58,7,4,0,0,0,0,11,0,0,0,0,0,7,4,508,0,2.2,734766.515625,3713.00316475336
678,340130009002,38,11,27,9,1,0,1,0,0,8,0,0,3,0,0,5,3,481,0,2.3,219247.45703125,2023.04406417281
679,340030600008,30,18,12,2,3,1,0,12,0,14,0,0,4,0,0,5,9,336,0,5.4,595241.28515625,4305.40322883665
680,340170128003,150,92,58,0,9,66,4,10,3,71,0,0,21,0,0,67,4,377,1,24.5,1627778.11328125,6829.03525794707
681,340170040004,156,70,86,0,20,39,2,8,1,41,4,0,21,4,0,43,2,426,0,16.4,306192.22265625,3210.76614736349
682,340170041013,132,11,121,10,1,0,0,0,0,4,0,0,0,7,0,0,4,1179,2,0.9,175443.94921875,1686.16752700161
683,340170027001,120,12,108,1,7,3,0,0,1,4,0,0,8,0,0,3,1,528,0,2.3,233391.41796875,2406.17459082441
684,340170127004,50,24,26,0,3,17,0,2,2,17,0,0,7,0,0,17,0,283,0,8.5,1425084.765625,6081.52793001295
685,340030312004,33,25,8,2,2,16,5,0,0,24,0,0,1,0,0,9,15,577,1,4.3,493396.3984375,2920.57794367825
686,340130089001,142,10,132,9,1,0,0,0,0,2,0,0,4,4,0,1,1,843,0,1.2,241389.20703125,2437.16590854497
687,340130001001,88,10,78,9,1,0,0,0,0,8,0,0,1,1,0,3,5,695,0,1.4,362335.4140625,2508.16100622093
688,340130076002,37,16,21,1,3,11,0,0,1,9,2,0,3,2,0,10,1,650,1,2.5,143657.578125,1586.22600165669
689,340130228001,162,11,151,8,0,0,3,0,0,0,0,0,10,1,0,0,0,695,0,1.6,393921.3203125,3208.59004964932
690,340130122005,58,10,48,7,3,0,0,0,0,10,0,0,0,0,0,5,5,359,0,2.8,201048.0546875,2162.25973675566
691,340130038001,100,10,90,6,4,0,0,0,0,4,1,0,2,3,0,2,3,501,1,2,562409.0390625,3223.6488693548
692,340030572002,39,20,19,1,4,6,3,5,1,7,0,0,7,6,0,2,5,665,0,3,486571.9375,3188.86039923011
693,340130014001,67,13,54,8,3,1,1,0,0,3,1,0,6,3,0,0,4,583,0,2.2,275678.9375,2152.93582354832
694,340130014002,81,19,62,15,3,0,0,0,1,5,2,0,8,4,0,5,2,614,1,3.1,303249.0234375,2642.95791163817
695,340130015001,78,10,68,7,3,0,0,0,0,3,0,0,6,1,0,1,2,697,0,1.4,419351.53125,3113.79274771227
696,340130016001,48,10,38,9,1,0,0,0,0,5,0,0,3,2,0,4,1,414,0,2.4,214532.06640625,2255.7922505476
697,340130018002,107,14,93,8,6,0,0,0,0,5,0,0,8,1,0,1,4,485,0,2.9,232404.55078125,2476.67524406662
698,340130018001,137,12,125,10,2,0,0,0,0,9,0,0,2,1,0,7,2,435,0,2.8,998293.18359375,4190.06098756122
699,340130021002,60,11,49,10,1,0,0,0,0,9,0,0,1,1,0,2,7,260,0,4.2,153902.95703125,1832.07794662339
700,340130021003,74,13,61,11,2,0,0,0,0,11,0,0,2,0,0,2,9,222,0,5.9,191788.71484375,2203.15984909655
701,340130022023,97,16,81,12,4,0,0,0,0,13,0,0,3,0,0,5,8,383,1,4.2,301508.27734375,3003.27009736959
702,340130022022,120,10,110,9,1,0,0,0,0,8,0,0,0,2,0,3,5,415,0,2.4,174533.96484375,1760.47051745564
703,340130122002,94,11,83,4,6,1,0,0,0,8,1,0,1,1,0,6,3,524,1,2.1,207152.79296875,2152.01819216954
704,340130122003,103,13,90,8,5,0,0,0,0,6,1,0,4,2,0,2,5,586,0,2.2,229279.1015625,2235.67033787804
705,340130123002,53,10,43,6,4,0,0,0,0,8,0,0,2,0,0,3,5,654,1,1.5,397916.55859375,2533.8449944113
706,340130123001,84,10,74,8,2,0,0,0,0,7,0,0,3,0,0,2,5,547,0,1.8,208791.50390625,2058.72174051109
707,340130124004,60,10,50,9,1,0,0,0,0,9,1,0,0,0,0,3,7,296,0,3.4,189760.484375,2045.20082309712
708,340130125004,143,15,128,10,4,1,0,0,0,13,0,0,2,0,0,7,6,744,0,2,347708.20703125,2661.41641246733
709,340130125003,90,13,77,7,6,0,0,0,0,10,0,0,3,0,0,4,6,328,0,4,156212.86328125,1702.900189421
710,340130144001,86,37,49,1,6,23,1,6,0,22,0,0,5,10,0,18,4,915,4,4.1,1575579.3125,8066.13191149525
711,340130187002,66,11,55,9,2,0,0,0,0,10,0,0,0,1,0,4,6,330,1,3.3,335195.3203125,3148.2512481997
712,340170017012,182,14,168,11,2,0,1,0,0,3,0,0,2,8,0,2,1,1161,6,1.2,435663.6015625,3102.41611107271
713,340130180003,46,10,36,8,2,0,0,0,0,9,0,0,1,0,0,5,4,455,1,2.2,3546737.24609375,10189.7675996415
714,340130144003,40,11,29,0,2,8,0,1,0,10,0,0,1,0,0,6,4,484,3,2.3,898502.51953125,4324.26617905636
715,340030313003,35,23,12,2,5,13,0,1,2,16,1,0,6,0,0,14,3,601,3,3.8,620259.8046875,4196.57100046861
716,340130187004,127,10,117,10,0,0,0,0,0,4,0,0,1,5,0,1,3,772,0,1.3,357125.875,2595.04785314854
717,340130024002,53,18,35,15,3,0,0,0,0,14,0,0,3,1,0,4,10,327,0,5.5,185592.08984375,2635.37774193504
718,340130133004,90,12,78,8,4,0,0,0,0,8,0,0,3,1,0,4,4,431,1,2.8,195222.7421875,2197.08704437291
719,340030572001,48,24,24,0,1,16,1,4,2,14,0,0,10,0,0,3,11,398,2,6.1,274742.06640625,2363.53009381564
720,340130173012,45,10,35,10,0,0,0,0,0,9,0,0,1,0,0,1,8,549,5,1.8,3124082.33203125,7595.90800451718
721,340130075012,213,53,160,3,0,15,4,28,3,22,1,0,13,17,0,14,9,357,1,14.9,3430562.34375,10197.0001717206
722,340130075022,134,34,100,5,4,19,5,1,0,20,0,0,8,5,0,18,2,1015,2,3.4,533356.94921875,4032.94135743211
723,340130075021,84,33,51,1,0,16,6,10,0,13,0,0,15,5,0,13,0,70,1,47.8,2581564.19140625,8043.61546576278
724,340130024003,99,18,81,15,3,0,0,0,0,9,1,0,6,2,0,3,7,494,0,3.6,241194.6484375,2711.06991113118
725,340130023001,76,13,63,10,3,0,0,0,0,9,0,0,4,0,0,3,6,518,0,2.5,260972.6640625,2214.04903528225
726,340130023003,73,14,59,7,5,2,0,0,0,8,0,0,0,6,0,4,4,635,0,2.2,297807.78515625,2563.78267881682
727,340130023004,54,10,44,6,3,0,1,0,0,8,0,0,1,1,0,4,4,241,0,4.1,179652.8671875,2194.73730246814
728,340130024001,161,14,147,9,5,0,0,0,0,4,3,0,5,2,0,1,6,598,0,2.3,249158.52734375,2337.31321108871
729,340130025003,117,16,101,14,2,0,0,0,0,14,1,0,1,0,0,7,8,550,0,2.9,264411.75,2773.82466989457
730,340130025002,94,12,82,9,2,1,0,0,0,9,0,0,3,0,0,5,4,631,1,1.9,266867.19140625,2372.74934096994
731,340130028001,178,21,157,17,4,0,0,0,0,15,0,0,4,2,0,6,9,624,0,3.4,375076.2109375,3071.25248873117
732,340130042001,87,21,66,17,3,1,0,0,0,9,1,0,6,5,0,6,4,813,0,2.6,304763.28125,2293.63908205333
733,340130035002,118,12,106,9,2,0,1,0,0,4,0,0,6,2,0,1,3,445,3,2.7,245588.71875,2428.1145297321
734,340130035001,97,13,84,13,0,0,0,0,0,9,0,0,2,2,0,3,6,456,1,2.9,199909.78125,1910.75728370358
735,340130037001,71,14,57,9,4,0,1,0,0,6,0,0,8,0,0,3,3,467,3,3,360810.89453125,3615.25403609065
736,340030512002,34,27,7,0,4,15,2,6,0,21,0,0,6,0,0,6,15,406,3,6.7,796373.9765625,5982.31192136489
737,340130037002,57,11,46,8,3,0,0,0,0,3,0,0,8,0,0,1,2,381,1,2.9,210725.078125,2086.5787443998
738,340130041001,92,12,80,9,2,0,1,0,0,6,1,0,5,0,0,3,4,493,1,2.4,200915.77734375,1845.78121142087
739,340130041003,58,14,44,13,1,0,0,0,0,9,0,0,4,1,0,2,7,383,1,3.7,201800.140625,1925.87352317
740,340030571023,16,12,4,0,6,5,0,1,0,8,0,0,4,0,0,1,7,376,3,3.2,577318.1796875,3903.90675652648
741,340030312001,116,96,20,1,3,53,9,21,9,78,1,0,11,6,0,21,58,404,1,23.8,563956.88671875,3697.26028335064
742,340130118001,111,11,100,8,2,1,0,0,0,6,1,0,4,0,0,3,4,571,0,1.9,316894.99609375,2365.51303092373
743,340130115002,43,11,32,7,4,0,0,0,0,8,1,0,0,2,0,7,2,563,0,2,351777.15234375,2559.9024808621
744,340130117004,51,12,39,9,3,0,0,0,0,5,0,0,5,2,0,3,2,455,0,2.6,311277.375,2248.54354923698
745,340130129001,106,15,91,8,7,0,0,0,0,10,0,0,4,1,0,5,5,636,0,2.4,279522.26171875,2412.28779850088
746,340130132002,152,12,140,11,1,0,0,0,0,6,0,0,1,5,0,3,3,671,0,1.8,190991.89453125,1784.55652515351
747,340130133003,114,11,103,5,6,0,0,0,0,3,1,0,4,3,0,3,1,618,0,1.8,218153.33203125,2151.3340522131
748,340130022012,101,13,88,6,7,0,0,0,0,11,2,0,0,0,0,7,6,446,0,2.9,438145.22265625,3021.06206961488
749,340170179002,77,45,32,0,5,1,13,22,4,37,3,0,0,5,0,36,4,401,10,11.5,3929224.96875,9561.35090595445
750,340170190003,248,55,193,11,2,24,1,15,2,2,15,0,2,36,0,4,13,487,0,11.3,75811.26171875,1470.29874110885
751,340170184001,142,19,123,2,6,4,0,7,0,2,12,0,1,4,0,12,2,594,0,3.2,573326.3203125,3437.07398555916
752,340170184002,130,10,120,2,0,4,0,3,1,0,2,0,0,8,0,1,1,326,1,3.1,187793.87890625,2274.60495668272
753,340170185002,288,54,234,6,0,10,5,25,8,8,22,0,3,21,0,13,17,1166,3,4.6,267268.01171875,2204.74654573286
754,340170185003,136,37,99,0,0,29,3,4,1,2,21,0,1,13,0,7,16,562,3,6.6,81508.859375,1233.04741207076
755,340170185001,162,57,105,0,31,11,3,11,1,13,32,0,3,9,0,19,26,1220,5,4.7,197479.6640625,1837.59042350004
756,340170186001,141,78,63,1,27,36,4,10,0,39,23,0,6,10,0,26,36,871,5,9,103731.58203125,1416.7498453557
757,340170188003,203,104,99,4,34,42,9,14,1,32,30,0,17,25,0,22,40,977,0,10.6,121299.7734375,1398.45987966769
758,340170188002,75,29,46,4,9,12,2,0,2,5,10,0,4,10,0,4,11,491,2,5.9,107414.35546875,1311.29273441453
759,340170188001,80,44,36,0,9,28,1,1,5,12,15,0,6,11,0,10,17,449,1,9.8,61274.33203125,1022.7220312911
760,340170189001,305,122,183,4,0,42,16,55,5,50,30,0,13,29,0,22,58,719,1,17,122149.31640625,1614.81421188465
761,340170189002,211,97,114,1,4,37,4,43,8,37,38,0,8,14,0,39,36,832,3,11.7,151105.65234375,1706.50358046112
762,340170190002,151,62,89,1,1,39,3,13,5,7,30,0,8,17,0,14,23,566,1,11,71004.875,1092.03765280697
763,340170190001,183,65,118,2,0,32,11,18,2,4,35,0,3,23,0,12,27,689,2,9.5,110960.890625,1517.27770601824
764,340170191001,288,93,195,2,1,22,6,54,8,4,44,0,1,44,0,23,25,993,2,9.4,123378.55859375,1410.19120102841
765,340170191002,333,132,201,4,3,51,8,61,5,41,50,0,7,34,0,23,68,1031,3,12.8,142589.484375,1615.68640985665
766,340170192001,210,84,126,2,3,16,4,54,5,28,24,0,6,24,0,9,43,832,5,10.2,205990.49609375,1998.59966535127
767,340170192002,287,101,186,3,5,19,3,68,3,35,47,0,5,14,0,26,56,1218,6,8.3,284399.73046875,2249.61609690253
768,340170193002,137,21,116,0,4,14,0,3,0,0,18,0,0,3,0,6,12,538,1,3.9,39634.83984375,796.720789758605
769,340170193001,232,83,149,0,1,47,4,23,8,15,31,0,10,27,0,16,30,1154,8,7.2,216966.2109375,2924.3641838768
770,340170023001,38,18,20,1,12,4,0,1,0,9,0,0,1,8,0,0,9,591,4,3.1,117591.84375,1802.64238274737
771,340170024002,33,22,11,1,14,2,0,5,0,9,10,0,2,1,0,9,10,620,0,3.5,117909.99609375,1382.58653781821
772,340170077002,253,108,145,1,1,74,1,27,4,0,69,0,0,39,0,34,35,1664,33,6.6,1556687.7421875,6706.39264123799
773,340170077004,20,15,5,0,0,0,0,15,0,0,0,0,0,15,0,0,0,1788,19,0.8,439206.94921875,3133.63709613447
774,340170078001,79,10,69,2,2,6,0,0,0,3,0,0,2,5,0,0,3,668,0,1.5,992932.0859375,5409.33959760647
775,340170070002,64,16,48,2,10,1,2,1,0,4,4,0,2,6,0,8,0,709,4,2.3,136039.05859375,1794.49170024709
776,340170148003,71,10,61,7,2,0,1,0,0,6,0,0,1,3,0,4,2,1146,3,0.9,415902.5703125,3797.62981118776
777,340170141012,57,33,24,2,17,1,0,10,3,12,16,0,0,4,0,24,4,591,12,5.7,1613060.60546875,5172.37943808395
778,340170199002,134,40,94,3,9,10,1,15,2,31,0,0,9,0,0,13,18,1453,21,2.8,6569439.36328125,15828.421777869
779,340170158012,35,14,21,0,0,2,5,4,3,0,6,0,0,8,0,3,3,373,3,3.8,1109593.59765625,4328.33997908739
780,340170182004,185,125,60,0,0,42,11,37,35,69,10,0,30,16,0,23,56,325,3,38.8,249283.21875,2854.90933003165
781,340170185004,95,18,77,1,3,9,1,4,0,1,8,0,0,9,0,3,6,365,1,4.9,79701.06640625,1222.8966887364
782,340170186002,123,76,47,0,20,49,0,5,2,46,12,0,8,10,0,17,41,436,2,17.5,61080.97265625,1021.53522110924
783,340170190004,385,66,319,28,0,22,4,7,5,0,0,0,0,66,0,0,0,612,0,10.8,122560.38671875,1835.64838349381
784,340170198002,40,25,15,2,11,2,8,2,0,22,0,0,3,0,0,12,10,984,2,2.5,1017893.16015625,4807.82052253458
785,340170065002,94,32,62,2,2,6,4,17,1,2,2,0,22,6,0,3,1,734,5,4.4,337587.421875,2723.60499106095
786,340170198001,214,176,38,3,10,21,20,107,15,138,0,0,38,0,0,39,99,1337,4,13.2,7203762.74609375,17744.2704557884
787,340170066001,57,23,34,0,2,2,12,7,0,11,0,0,12,0,0,6,5,467,1,4.9,605940.375,3427.33768409709
788,360610099001,265,33,232,0,3,8,0,9,13,2,5,0,1,25,0,7,0,2400,78,1.4,1757509.5625,14699.369598488
789,360610075002,32,11,21,0,1,4,3,1,2,0,10,0,0,1,0,7,3,996,24,1.1,71157.4609375,1135.0947085561
790,360610028002,193,39,154,6,0,12,10,5,6,0,12,0,0,26,0,12,0,841,6,4.7,64604.00390625,1032.04192434353
791,360610086012,158,22,136,2,0,3,0,12,5,0,0,0,0,22,0,0,0,706,7,3.1,54116.83203125,1145.74991048953
792,360610079001,79,19,60,2,0,14,0,1,2,0,3,0,1,15,0,0,3,588,20,3.3,317347.73828125,5031.17635965349
793,360610079002,161,28,133,2,2,17,1,4,2,1,11,0,1,15,0,8,4,784,15,3.6,51935.49609375,953.141156461201
794,360610069001,64,32,32,0,0,4,1,12,15,0,22,0,0,10,0,15,7,1426,60,2.3,395094.6015625,3828.60006349137
795,360610024002,120,28,92,10,0,11,1,2,4,0,0,0,0,28,0,0,0,741,0,3.8,93606.68359375,1265.40326263179
796,360610028004,259,37,222,5,2,15,1,9,5,1,1,0,1,34,0,2,0,1129,2,3.3,160839.73828125,1673.51138474807
797,360610028001,93,23,70,4,1,11,2,2,3,0,3,0,1,19,0,3,0,419,0,5.5,34975.50390625,828.915868688366
798,360610089003,62,11,51,1,4,4,1,1,0,1,3,0,0,7,0,4,0,920,23,1.2,71146.6796875,1117.12074687643
799,360610024001,447,85,362,40,1,21,5,11,7,0,0,0,0,85,0,0,0,1380,4,6.2,203732.40625,2472.65195670694
800,360610037001,40,10,30,0,0,8,1,0,1,1,6,0,1,2,0,2,5,497,19,2.1,355672.32421875,4394.48729180927
801,360610062002,174,15,159,0,0,2,0,10,3,0,0,0,0,15,0,0,0,1101,6,1.4,150648.5078125,3173.78867616447
802,360610026021,140,44,96,4,4,25,4,6,1,3,22,0,3,16,0,18,7,905,4,4.9,90904.375,1206.05105986001
803,360610083003,120,10,110,4,1,5,0,0,0,0,0,0,0,10,0,0,0,1117,11,0.9,152412.26171875,1595.44198726683
804,360610062001,99,14,85,2,2,10,0,0,0,0,0,0,13,1,0,0,0,289,2,4.9,346064.765625,2961.51794339072
805,360610028003,212,77,135,6,3,37,11,11,9,4,18,0,1,54,0,14,8,1045,10,7.4,60017.02734375,1001.23179443888
806,360610026022,161,49,112,2,2,30,4,7,4,3,14,0,5,27,0,14,3,1252,23,4,89896.2421875,1199.30879357942
807,360610039001,198,80,118,2,3,34,3,24,14,14,36,0,2,28,0,36,14,1002,52,8.4,212722.19921875,1976.52059380322
808,340030236011,132,31,101,6,4,10,3,7,1,20,2,0,6,3,0,17,5,684,0,4.5,1101264.671875,4294.20434835168
809,340030236013,179,87,92,0,11,22,10,26,18,32,2,0,24,29,0,30,4,381,2,23,655816.41015625,3749.51132327843
810,340030236021,84,16,68,3,6,6,1,0,0,4,0,0,10,2,0,3,1,810,0,2,539781.3203125,3276.12550555595
811,340030130024,81,10,71,4,1,0,5,0,0,5,3,0,1,1,0,4,4,846,17,1.2,531740.60546875,5002.89742090988
812,340030130025,75,49,26,2,1,2,9,32,3,4,44,0,0,1,0,34,14,558,10,8.9,3910961.95703125,10342.9151333867
813,340030236023,43,21,22,1,0,6,4,8,2,6,0,0,12,3,0,0,6,134,0,15.7,845172.05859375,5132.56911157559
814,340030463003,154,97,57,3,13,69,0,8,4,75,0,0,20,2,0,18,57,494,1,19.7,500078.203125,3178.84140456857
815,340030291001,90,41,49,3,10,24,0,4,0,35,0,0,6,0,0,9,26,541,0,7.6,535183.375,3097.04744308034
816,340030362002,340,260,80,11,5,3,88,139,14,235,1,0,23,1,0,222,14,448,6,58.8,4420085.7265625,11801.2875286311
817,340030362001,645,464,181,5,15,84,68,228,64,369,1,0,91,3,0,219,151,605,3,77.1,3748656.83984375,10958.634870315
818,340030292003,98,61,37,2,14,12,12,19,2,40,0,0,20,1,0,16,24,379,0,16.1,848315.95703125,4108.12816971587
819,340030292006,216,110,106,0,2,50,18,36,4,52,5,0,12,41,0,20,37,347,0,31.7,165601.9296875,2389.90086752334
820,340030292005,324,242,82,3,3,84,31,98,23,152,4,0,56,30,0,52,104,394,0,61.4,476179.8984375,2836.07840484558
821,340030292004,288,245,43,1,5,156,4,50,29,196,0,0,47,2,0,60,136,333,1,73.8,359424.80859375,2719.00306611337
822,340030291002,289,188,101,1,5,70,16,67,29,120,26,0,41,1,0,42,104,323,0,58.2,583690.796875,3771.71112530035
823,340030461004,58,30,28,0,2,9,4,8,7,4,0,0,1,25,0,3,1,448,1,6.7,3003419.0703125,10141.6567749488
824,340030292001,505,376,129,0,12,122,16,191,35,258,0,0,107,11,0,79,179,489,0,76.9,3120579.70703125,9196.64335719938
825,340030292002,408,288,120,1,14,131,17,95,30,190,1,0,82,15,0,58,133,575,3,50.3,708042.5859375,3811.90917091949
826,360050053001,64,12,52,10,0,0,0,1,1,0,0,0,0,12,0,0,0,1072,0,1.1,61583.859375,1069.17573998702
827,360050004002,59,41,18,4,8,13,2,13,1,33,0,0,8,0,0,15,18,460,0,8.9,567465.45703125,4757.91650069064
828,360050002002,22,10,12,0,9,1,0,0,0,4,0,0,5,0,0,3,1,685,0,1.5,309940.796875,4441.34080979157
829,360470579002,38,17,21,0,0,15,0,2,0,10,3,0,3,1,0,11,2,178,0,9.6,1230724.83984375,4982.28843351046
830,360470579001,25,14,11,0,8,4,2,0,0,1,9,0,0,3,0,9,1,354,3,4,125277.984375,1510.2827617329
831,360470561001,22,13,9,0,0,1,4,8,0,0,1,0,0,12,0,1,0,367,1,3.6,284943,3609.24441896806
832,360470563001,33,16,17,1,5,8,0,2,0,9,2,0,3,2,0,5,6,439,2,3.7,444977.078125,3429.53831665416
833,360810001001,404,178,226,15,0,9,12,111,31,0,38,1,122,13,2,32,7,2873,30,6.3,2183037.08984375,13525.7991748005
834,360610162005,65,13,52,2,0,4,0,5,2,0,0,0,13,0,0,0,0,1016,20,1.3,198320.0703125,3853.37522747548
835,360050004003,57,24,33,6,4,4,0,8,2,18,0,0,6,0,0,10,8,904,2,2.7,504752.2109375,3666.9604390738
836,360610156011,29,14,15,0,0,11,0,0,3,0,0,0,0,14,0,0,0,707,1,2,34059.32421875,827.730608425535
837,360610152006,78,30,48,12,0,14,1,2,1,0,27,0,0,3,0,19,8,558,14,5.5,142925.30859375,3015.29938529946
838,360050002003,48,21,27,11,0,4,1,3,2,18,0,0,3,0,0,4,14,408,2,5.2,287445.4296875,2788.37753362547
839,340030153002,52,10,42,7,3,0,0,0,0,9,0,0,1,0,0,3,6,394,1,2.5,486428.05859375,3307.29029367278
840,340030541003,40,10,30,4,6,0,0,0,0,9,0,0,1,0,0,6,3,357,1,2.8,651619.125,3434.59902501865
841,361190001041,15,11,4,0,0,1,0,7,3,0,3,0,0,8,0,3,0,0,0,100,1720993.86328125,5489.15887111571
842,360870133002,177,112,65,1,16,46,13,27,9,80,0,0,23,9,0,48,32,920,29,12.6,4142161.7578125,11646.4911901507
843,090010113001,24,11,13,3,3,1,2,2,0,10,0,0,1,0,0,2,8,735,27,1.6,2498840.71875,13954.9013327263
844,361190076002,37,32,5,0,0,22,1,8,1,8,23,0,0,1,0,13,18,430,20,7.8,2217374.23046875,18202.7392982403
845,361190076004,25,18,7,0,7,5,1,4,1,18,0,0,0,0,0,7,11,317,0,5.7,652020.14453125,4348.03294761389
846,361190071001,25,22,3,0,5,11,0,6,0,22,0,0,0,0,0,5,17,331,1,6.7,1564755.6875,11635.7641305955
847,361190072004,22,13,9,1,2,6,2,2,0,12,0,0,1,0,0,6,6,488,13,2.7,2266905.17578125,13516.2488238164
848,361190109024,34,11,23,8,3,0,0,0,0,9,1,0,1,0,0,3,7,614,0,1.8,1639241.24609375,6417.0009374679
849,360593032011,37,10,27,9,1,0,0,0,0,10,0,0,0,0,0,2,8,725,2,1.4,1162117.890625,5886.39518652525
850,360593021023,25,13,12,10,3,0,0,0,0,13,0,0,0,0,0,3,10,252,0,5.2,1254286.7421875,5620.22410342572
851,360593023003,25,10,15,9,1,0,0,0,0,10,0,0,0,0,0,1,9,559,5,1.8,1207478.3984375,5161.52644789794
852,360050274023,27,12,15,3,4,1,2,1,1,11,1,0,0,0,0,6,6,588,2,2,247966.56640625,3773.39269520166
853,360050516003,30,10,20,3,1,0,1,4,1,7,0,0,3,0,0,1,6,652,12,1.6,538661.82421875,4569.5724493894
854,360050160003,23,16,7,5,1,6,3,1,0,11,1,0,3,1,0,2,10,389,4,4.2,172683.93359375,1897.38160307056
855,360050158001,115,82,33,16,12,14,14,22,4,78,1,0,3,0,0,27,52,480,4,17.2,286737.625,2368.28183108073
856,360050132005,28,11,17,3,5,2,0,1,0,9,0,0,2,0,0,2,7,568,0,1.9,212930.03515625,1886.23084048574
857,360050138002,37,13,24,8,0,2,2,1,0,10,0,0,2,1,0,5,5,524,3,2.5,255428.765625,3727.32619951711
858,360050160001,24,14,10,6,2,3,2,1,0,12,1,0,1,0,0,3,10,663,2,2.1,305440.7109375,2954.5492561294
859,360050118001,184,135,49,5,26,56,14,28,6,113,2,0,20,0,0,28,87,614,2,22.1,961262.6640625,9188.47177162948
860,360050132003,67,51,16,5,9,21,1,12,3,38,0,0,13,0,0,5,33,495,0,10.3,284536.6015625,2801.4826198724
861,360050516001,75,45,30,3,4,22,5,8,3,35,1,0,5,4,0,9,27,498,11,9.2,371329.97265625,3730.95517283501
862,360050118003,47,27,20,0,8,13,1,5,0,23,0,0,3,1,0,13,10,612,11,4.5,346319.8828125,3029.48119160404
863,360593011013,28,10,18,6,2,0,0,1,1,6,3,0,1,0,0,4,5,714,7,1.4,996332.6171875,7995.6538546192
864,360811483001,22,19,3,2,8,5,1,3,0,13,0,1,5,0,0,4,10,343,2,5.6,666784.3046875,5163.31396273045
865,360870131003,77,27,50,4,0,1,2,10,10,3,15,0,0,9,0,7,11,730,15,3.8,4402028.11328125,8785.52941794246
866,360870102003,194,153,41,2,2,1,31,95,22,123,0,0,30,0,0,99,24,660,6,23.4,9429139.734375,15461.0118411652
867,360870130032,63,31,32,12,4,5,0,5,5,29,0,0,2,0,0,13,16,402,15,8,13529518.8632813,17701.2704440054
868,090010504002,110,88,22,2,5,5,22,45,9,80,0,0,8,0,0,11,69,579,30,16,3882776.96875,29613.8932225765
869,090010506001,39,28,11,2,1,1,8,14,2,25,0,0,3,0,0,4,21,380,14,7.7,4182993.640625,21767.3216465179
870,090010705002,52,15,37,2,1,2,6,4,0,3,0,0,12,0,0,0,3,585,0,2.6,253655.54296875,1990.68735802492
871,090010704001,219,183,36,2,12,164,4,1,0,173,0,0,10,0,0,65,108,620,11,30,3121496.5703125,14190.5556703869
872,090010701001,19,10,9,2,0,4,1,3,0,8,0,0,2,0,0,3,5,826,10,1.2,1000344.5546875,11372.9028427846
873,090010705001,54,16,38,3,5,4,3,1,0,5,3,0,3,5,0,4,4,520,1,3.1,424372.046875,3421.85516267075
874,090010444001,241,181,60,2,11,83,29,51,5,145,0,0,26,10,0,17,128,933,9,19.6,4259544.59375,33147.0214179873
875,090010701003,15,11,4,1,3,5,2,0,0,10,0,0,1,0,0,3,7,550,3,2,602057.09765625,4137.10843776277
876,090010443004,92,85,7,1,14,46,12,11,1,79,1,0,5,0,0,28,52,405,17,21.9,1185820.01953125,9545.71328102025
877,090010443003,20,17,3,2,0,4,1,10,0,17,0,0,0,0,0,5,12,290,10,6.1,2393323.69140625,16576.5552661887
878,090010441002,67,36,31,0,0,1,28,7,0,4,0,0,32,0,0,2,2,848,14,4.3,701016.5859375,4455.61099091198
879,090010615002,89,76,13,1,20,27,3,11,14,70,0,0,6,0,0,15,55,376,8,20.7,1483394.84375,5207.86711186362
880,090010615004,345,258,87,5,25,75,28,98,27,192,0,0,66,0,0,26,166,640,14,41.2,1603527.6953125,7499.32444410185
881,090010615003,251,224,27,1,12,41,45,105,20,214,0,0,10,0,0,29,185,445,11,51.6,2058746.6171875,7324.12051800758
