OBJECTID,2010 Census Block Group ID,Registrants,Total Damaged (any type),Registrants w/o Inspection,Damaged w/o Flooding,Basement Flooded up to 2 Feet,Basement Flooded 2 Feet or More,First Floor Flooded up to 1 Foot,First Floor Flooded 1 to 4 Feet,Living Space Flooded 4 Feet or More,Damaged Owners Single Family,Damaged Owners Multifamily,Damaged Owners Missing Building Type,Damaged Single Family,Damaged Multifamily,Damaged Renters Missing Building Type,Uninsured Owners with Damage,Insured Owners with Damage,Total Housing Units,Seasonal Housing Units,Percent Non-Seasonal Damaged,Shape__Area,Shape__Length
930,360790107002,23,14,9,0,0,1,0,13,0,8,0,0,4,2,0,4,4,981,19,1.5,2758438.4140625,7493.90797582621
931,090076702002,29,15,14,2,0,2,4,5,2,14,0,0,1,0,0,6,8,862,110,2,5697686.7890625,11125.0114553852
932,090076702001,22,12,10,0,2,4,3,3,0,10,1,0,1,0,0,3,8,1016,78,1.3,13342232.921875,33143.5578868917
933,090091901003,23,18,5,1,2,5,4,6,0,18,0,0,0,0,0,4,14,567,21,3.3,8492869.03125,17431.4359169547
934,090076102002,35,17,18,2,2,0,7,6,0,14,0,0,3,0,0,1,13,797,359,3.9,4042092.484375,14439.1427774358
935,090076701001,75,38,37,5,0,2,13,17,1,37,0,0,1,0,0,13,24,1027,480,6.9,3687545.57421875,8805.60067805358
936,090076801004,48,22,26,1,0,2,6,12,1,12,0,0,10,0,0,3,9,937,421,4.3,3818824.86328125,15335.4018465133
937,090076101001,17,12,5,2,0,0,5,5,0,4,7,0,1,0,0,10,1,430,9,2.9,5222456.50390625,12756.3319488011
938,090076702003,25,11,14,0,2,4,2,2,1,11,0,0,0,0,0,2,9,1007,413,1.9,6368241.27734375,19045.1346578766
939,361031699024,23,11,12,0,1,3,2,4,1,10,0,0,1,0,0,3,7,404,98,3.6,5547232.65625,19444.9917830047
940,361031907053,38,15,23,3,1,1,4,5,1,13,0,0,1,1,0,6,7,591,310,5.3,3992680.32421875,19865.9446716146
941,361031904011,32,15,17,2,2,2,3,5,1,12,0,0,2,1,0,5,7,415,52,4.1,3112628.7890625,17458.824543131
942,361031906033,59,30,29,3,5,2,12,7,1,23,1,0,6,0,0,4,20,972,387,5.1,4052156.59765625,21098.5623282478
943,361031907052,24,13,11,1,1,3,5,3,0,13,0,0,0,0,0,4,9,829,353,2.7,16434608.7265625,22087.565433583
944,361031700012,39,17,22,0,2,9,1,5,0,16,0,0,1,0,0,7,9,835,263,3,7712781.09375,14106.2801782997
945,361031700023,34,12,22,3,1,1,3,4,0,11,0,0,1,0,0,2,9,614,295,3.8,6038463.31640625,21032.3730560583
946,361031700015,45,16,29,8,1,2,3,2,0,15,0,0,1,0,0,3,12,810,253,2.9,13873555.9335938,18509.5130909746
947,361031904016,123,64,59,6,1,9,15,30,3,51,0,0,13,0,0,16,35,611,137,13.5,31861090.2734375,49130.7226447199
948,361031702023,42,16,26,3,3,4,1,4,1,13,3,0,0,0,0,6,10,953,509,3.6,10811778.9960938,22779.900176143
949,361031702011,27,10,17,0,2,3,3,2,0,9,0,0,1,0,0,4,5,1070,455,1.6,12166878.1328125,22402.1650937417
950,361031906043,26,14,12,2,0,2,2,8,0,9,0,0,5,0,0,2,7,670,318,4,8719624.90625,53648.5711397589
951,361031702012,27,11,16,0,2,5,0,3,1,11,0,0,0,0,0,6,5,744,218,2.1,4983158.66015625,15800.0171421934
952,361031907072,30,13,17,1,2,2,3,3,2,11,0,0,2,0,0,8,3,841,442,3.3,8391667.30859375,33929.9023788852
953,361031906015,42,28,14,3,1,6,8,9,1,24,0,0,4,0,0,7,17,480,169,9,2343507.8515625,9153.82858221348
954,361031905041,47,15,32,3,1,3,1,7,0,14,0,0,1,0,0,2,12,923,658,5.7,6903499.53515625,40801.1308262783
955,361031905023,67,28,39,0,4,1,5,15,3,23,1,0,3,0,0,8,16,1609,1289,8.8,9983915.36328125,35577.282206547
956,361031699023,36,16,20,0,2,6,0,5,3,15,0,1,0,0,0,7,9,632,314,5,3077594.27734375,13823.7974720097
957,361031906013,74,35,39,2,6,4,9,13,1,31,0,0,4,0,0,10,21,781,337,7.9,4473069.5390625,17888.488490815
958,361031464033,16,10,6,7,1,0,2,0,0,8,0,0,2,0,0,3,5,354,1,2.8,668490.1015625,3319.43707978687
959,361031697011,28,12,16,5,1,1,0,5,0,12,0,0,0,0,0,1,11,474,59,2.9,4218667.45703125,8983.30823083885
960,361031596014,90,73,17,2,4,12,20,32,3,64,0,0,9,0,0,11,53,436,23,17.7,4665390.96875,8882.84123598692
961,361031479022,56,46,10,5,7,4,10,18,2,43,0,0,3,0,0,9,34,315,6,14.9,2134371.87109375,9361.61853904091
962,361031596012,24,17,7,0,4,6,2,5,0,17,0,0,0,0,0,6,11,622,36,2.9,2445682.11328125,9901.97680083063
963,361031590002,102,72,30,2,4,11,18,32,5,60,0,0,12,0,0,19,41,604,11,12.1,1431051.67578125,6816.90799002978
964,361031590001,83,69,14,0,0,2,28,36,3,56,2,0,4,7,0,9,49,658,7,10.6,1695791.265625,6985.35790314615
965,361031596022,46,26,20,2,5,5,5,8,1,23,0,0,3,0,0,11,12,735,97,4.1,8666711.76953125,23047.089887945
966,361031596015,47,26,21,1,3,7,5,8,2,19,0,0,6,1,0,6,13,601,32,4.6,3995386.1640625,8849.29926091351
967,361031595112,43,25,18,7,5,2,5,6,0,20,0,0,5,0,0,15,5,586,9,4.3,1743368.9453125,6474.54078351804
968,361031475031,20,12,8,2,0,0,2,7,1,11,0,0,1,0,0,5,6,517,1,2.3,19089191.8515625,34991.8301064611
969,361031588023,160,133,27,3,6,9,35,76,4,115,0,0,18,0,0,16,99,395,17,35.2,2192579.80078125,11988.6700512159
970,361031588022,18,13,5,3,2,1,3,3,1,13,0,0,0,0,0,6,7,739,10,1.8,2564072.5234375,9454.20796876866
971,361031595053,22,10,12,4,1,1,1,3,0,7,0,0,3,0,0,1,6,478,24,2.2,12358118.2421875,27379.8583909593
972,361031595052,91,47,44,10,6,8,4,17,2,36,0,0,11,0,0,14,22,742,44,6.7,1657221.40234375,5680.56577596231
973,361031595113,38,13,25,3,2,2,3,3,0,8,0,0,5,0,0,2,6,427,2,3.1,955409.7421875,4098.86539344744
974,361031596011,47,31,16,3,3,3,10,9,3,29,0,0,2,0,0,10,19,610,20,5.3,3221662.8046875,10416.9566972506
975,361031595084,57,10,47,3,1,1,2,3,0,6,0,0,4,0,0,2,4,743,25,1.4,1960904.03125,6079.05922724286
976,361031595083,272,173,99,7,7,13,23,114,9,128,0,0,45,0,0,31,97,713,50,26.1,3047250.41796875,9521.19127988734
977,361031595082,50,11,39,7,1,1,0,2,0,6,0,0,5,0,0,3,3,594,16,1.9,1376838.05078125,5244.10942842834
978,361031595081,128,78,50,4,4,11,15,38,6,57,0,0,21,0,0,13,44,752,14,10.6,6854861.69140625,14696.6393546831
979,361031595093,55,25,30,1,2,1,5,16,0,13,0,0,12,0,0,4,9,347,8,7.4,833357.04296875,5274.47403540505
980,361031590003,103,80,23,2,1,3,52,20,2,19,0,0,61,0,0,3,16,780,12,10.4,1015701.5078125,6526.70942433937
981,361031476011,110,84,26,4,1,2,26,45,6,75,0,0,9,0,0,22,53,393,2,21.5,2474914.2421875,10210.6691931112
982,361031476012,290,246,44,5,14,29,62,113,23,225,1,0,19,1,0,57,169,528,6,47.1,2192639.96875,7404.88379595954
983,361031595091,208,146,62,5,4,11,35,84,7,104,0,0,42,0,0,25,79,396,48,42,1920067.71875,10473.3631840819
984,361031592032,65,38,27,3,4,6,7,17,1,35,0,0,3,0,0,5,30,834,22,4.7,4809614.19140625,10178.1133115923
985,361031595092,105,72,33,7,3,5,22,32,3,60,0,0,12,0,0,18,42,589,32,12.9,1673198.35546875,8933.26543960532
986,361031476022,149,107,42,6,5,8,44,40,4,100,0,0,7,0,0,31,69,554,2,19.4,2810511.05078125,9564.03166166197
987,361031478022,58,48,10,5,2,5,12,23,1,48,0,0,0,0,0,11,37,515,4,9.4,2011346.26953125,6425.81230929683
988,361031595121,42,17,25,3,2,2,2,8,0,16,0,0,1,0,0,4,12,755,20,2.3,3858372.55078125,12726.9206538298
989,361031592033,81,48,33,6,4,5,4,25,4,36,0,0,6,6,0,12,24,664,20,7.5,2415944.49609375,6579.09250541167
990,361031592044,62,46,16,0,0,1,16,27,2,43,0,0,3,0,0,8,35,429,23,11.3,7949625.70703125,16042.0056259323
991,361031479023,70,53,17,1,4,6,9,30,3,49,0,1,3,0,0,21,29,431,7,12.5,2544203.05859375,7338.57182778865
992,361031595063,18,10,8,8,1,0,1,0,0,10,0,0,0,0,0,3,7,533,2,1.9,4169660.5234375,8828.11816843722
993,361031595062,164,94,70,9,7,18,12,42,6,79,0,0,15,0,0,25,54,911,48,10.9,2341241.3125,16495.459607501
994,361031477022,86,29,57,4,0,0,7,18,0,28,0,0,1,0,0,21,7,696,293,7.2,2479152.828125,7716.56001202334
995,361031592012,39,29,10,2,1,4,8,11,3,24,0,0,5,0,0,7,17,624,3,4.7,1858918.53125,8619.0048419444
996,361031478023,65,48,17,1,1,10,9,24,3,33,6,0,8,1,0,13,26,564,11,8.7,1787887.57421875,6566.67389915405
997,090010706002,69,44,25,1,1,36,2,1,3,29,0,0,13,2,0,13,16,146,0,30.1,1142714.30078125,6106.63316810589
998,090010744003,80,43,37,7,6,25,0,4,1,32,0,0,11,0,0,16,16,540,4,8,1944735.59765625,10404.9411586257
999,090010805003,49,31,18,1,5,5,5,12,3,26,0,0,5,0,0,6,20,439,43,7.8,1090953.76171875,7700.66566335402
1000,090091844001,46,30,16,1,1,7,7,14,0,21,0,0,8,1,0,5,16,962,60,3.3,4673992.3828125,11595.408829808
1001,090091511001,18,11,7,0,0,5,1,4,1,8,0,0,3,0,0,1,7,337,43,3.7,634600.921875,8488.48645483527
1002,090091550003,13,10,3,1,1,3,3,2,0,5,0,0,0,5,0,1,4,447,0,2.2,467885.3359375,2908.28603383774
1003,090010805001,26,13,13,4,3,3,0,3,0,13,0,0,0,0,0,5,8,768,12,1.7,13115100.5585938,34281.3455899024
1004,090091505003,100,75,25,2,7,25,9,28,4,64,0,0,11,0,0,26,38,424,52,20.2,7054683.0078125,12110.4086843677
1005,090091510004,77,63,14,0,1,17,11,24,10,56,0,0,7,0,0,7,49,436,11,14.8,456762.01953125,2982.11717893171
1006,090091510001,20,14,6,0,1,2,3,3,5,14,0,0,0,0,0,2,12,308,14,4.8,806844.1171875,5874.88487248953
1007,090010729001,28,10,18,9,1,0,0,0,0,10,0,0,0,0,0,2,8,417,2,2.4,857685.37109375,4751.76997155872
1008,090091504004,65,45,20,3,4,20,6,9,3,30,0,0,13,2,0,13,17,420,11,11,465981.515625,2772.95649815686
1009,090091504003,86,51,35,2,4,15,13,14,3,35,0,0,15,1,0,6,29,414,9,12.6,809638.69140625,6882.02880808392
1010,090091801004,47,35,12,3,2,5,12,9,4,31,0,0,4,0,0,5,26,571,50,6.7,841469.59765625,8147.22114181748
1011,090091551002,62,46,16,0,5,30,1,6,4,26,0,0,20,0,0,7,19,463,3,10,936903.046875,4407.69821896343
1012,090091801005,73,58,15,2,3,5,15,23,10,46,0,0,12,0,0,12,34,827,71,7.7,4091213.63671875,11953.4112049817
1013,090091801001,53,16,37,10,2,2,0,2,0,5,1,0,0,10,0,1,5,588,5,2.7,1653719.3046875,7297.5623337524
1014,090091801002,35,23,12,2,2,4,4,8,3,18,0,0,3,1,0,6,12,764,101,3.5,3129067,8014.65990121098
1015,090091547003,13,11,2,2,2,2,2,2,1,11,0,0,0,0,0,2,9,384,7,2.9,657156.12109375,4721.24296880628
1016,090091509001,14,10,4,2,4,2,1,1,0,10,0,0,0,0,0,4,6,1039,20,1,3672656.0625,15866.7446780369
1017,090091511002,89,63,26,3,1,3,10,39,7,42,0,0,20,1,0,13,29,701,33,9.4,1198475.88671875,7481.35112144389
1018,090091510002,16,15,1,0,2,3,0,8,2,14,0,0,1,0,0,3,11,791,1,1.9,1600729.0390625,5360.59801151959
1019,090091510003,126,86,40,2,6,10,13,41,14,66,0,0,18,2,0,8,58,547,77,18.3,771873,4502.04561766723
1020,090091550001,49,22,27,0,7,14,0,1,0,17,0,0,5,0,0,7,10,1104,1,2,2109398.61328125,10440.2651684531
1021,090091502002,261,203,58,0,2,17,19,112,53,123,0,0,80,0,0,23,100,725,50,30.1,3010781.28125,7739.49303488755
1022,090091844002,19,14,5,0,1,1,5,7,0,13,0,0,1,0,0,3,10,853,89,1.8,4053124.83203125,15321.3461675159
1023,340258039002,99,57,42,4,3,5,6,22,17,41,2,0,7,7,0,15,28,412,60,16.2,3504586.9453125,14677.3072121162
1024,340258038004,128,108,20,4,4,10,24,58,8,102,0,0,6,0,0,19,83,409,29,28.4,7175144.94140625,27004.6509670249
1025,340258053004,117,67,50,1,2,6,32,26,0,18,36,0,3,10,0,22,32,569,17,12.1,4450377.984375,10780.2071768902
1026,340258055003,169,112,57,3,9,45,25,26,4,74,0,0,38,0,0,32,42,334,3,33.8,840506.20703125,4901.23800473031
1027,340258071001,55,12,43,4,5,2,1,0,0,7,0,0,4,1,0,1,6,308,14,4.1,522221.83984375,3221.26422756257
1028,340258093021,726,429,297,5,14,16,72,261,61,239,2,0,177,9,1,54,187,1133,456,63.4,2126331.44140625,8240.37136213277
1029,340258093022,346,225,121,5,20,39,30,119,12,170,0,0,55,0,0,43,127,615,144,47.8,1094661.16015625,4661.9246533857
1030,340258093023,339,251,88,1,10,16,60,147,17,212,0,0,37,0,0,45,167,453,77,66.8,872632.7109375,4101.50515450214
1031,340258092001,47,31,16,2,6,8,4,10,1,31,0,0,0,0,0,16,15,547,216,9.4,2829532.73046875,10236.8396485222
1032,340258081003,85,40,45,5,2,7,1,24,1,16,19,0,1,4,0,23,12,461,19,9,1040583.42578125,5744.62599750954
1033,340258094002,207,144,63,2,16,26,29,67,4,125,1,0,18,0,0,55,71,555,78,30.2,2183137.7890625,6895.41366079629
1034,340258056002,208,86,122,11,11,19,18,25,2,38,0,0,27,21,0,23,15,473,0,18.2,811593.5546875,4028.52765465937
1035,340258061004,74,21,53,13,6,0,2,0,0,16,0,0,5,0,0,6,10,551,57,4.3,1671870.03515625,6546.37161346274
1036,340258054001,566,433,133,5,19,63,40,284,22,153,85,0,59,136,0,98,140,959,58,48.1,1340047.65625,6576.65792193962
1037,340258082005,133,78,55,3,15,25,15,19,1,57,4,0,12,5,0,48,13,615,154,16.9,808717.62109375,3980.21255250467
1038,340258083001,167,114,53,3,11,27,17,42,14,86,7,0,18,3,0,43,50,618,234,29.7,959065.6953125,4187.7206761137
1039,340258075002,55,14,41,8,5,0,0,0,1,10,1,0,3,0,0,8,3,321,9,4.5,533038.22265625,3067.81155635162
1040,340258041004,167,118,49,1,5,5,12,77,18,104,2,0,10,2,0,22,84,488,173,37.5,916742.43359375,4069.13823147012
1041,340258073002,94,18,76,8,8,1,1,0,0,5,0,0,11,2,0,5,0,420,0,4.3,356862.69921875,2915.50714984009
1042,340258039003,132,96,36,1,6,14,9,51,15,70,0,0,23,3,0,21,49,477,9,20.5,1215136.48828125,7549.73972173989
1043,340258041002,215,174,41,4,3,4,41,77,45,98,53,0,8,15,0,29,122,374,28,50.3,1007444.234375,6610.04994907108
1044,340258091002,36,20,16,2,1,3,4,9,1,20,0,0,0,0,0,10,10,427,133,6.8,1936786.26953125,8259.77202476215
1045,340258085001,51,17,34,15,0,0,2,0,0,2,13,0,2,0,0,9,6,684,61,2.7,1752114.80859375,6203.16598590427
1046,340258081004,86,16,70,14,1,0,1,0,0,11,4,0,0,1,0,3,12,828,17,2,1551530.13671875,7284.08028160649
1047,340258058001,52,12,40,3,2,2,2,2,1,1,1,0,3,7,0,2,0,421,28,3.1,588824.3671875,4069.98278117679
1048,340258089002,55,11,44,4,1,1,2,3,0,4,1,0,6,0,0,2,3,806,122,1.6,1350991.8984375,8097.38868193727
1049,340258042002,36,21,15,3,1,3,6,7,1,20,0,0,1,0,0,6,14,267,3,8,1833061.0546875,5812.35472054555
1050,340258076001,96,13,83,7,4,0,2,0,0,6,0,0,5,2,0,4,2,356,0,3.7,688834.91015625,4172.86500067114
1051,340258075003,79,13,66,5,6,1,0,1,0,10,0,0,3,0,0,6,4,525,3,2.5,747120.26171875,4295.05212369215
1052,340258082001,63,12,51,1,5,0,4,1,1,5,2,0,2,3,0,7,0,789,277,2.3,542900,4178.27993757153
1053,340258078002,66,14,52,11,2,0,1,0,0,14,0,0,0,0,0,4,10,524,1,2.7,1691786.109375,7315.40908723468
1054,340258076002,121,15,106,8,6,0,0,1,0,10,0,0,5,0,0,4,6,558,0,2.7,973848.64453125,4595.6930837116
1055,340258074004,100,41,59,1,10,20,4,6,0,26,3,0,8,4,0,22,7,608,169,9.3,233683.5703125,1936.05704923832
1056,340258084023,141,102,39,6,8,34,24,29,1,65,0,0,36,0,1,39,26,554,63,20.8,2387096.69140625,8661.00459101951
1057,340258041003,306,244,62,1,8,10,37,149,39,193,22,0,23,6,0,32,183,397,45,69.3,1341516.0390625,9891.59542799759
1058,340258039001,43,17,26,3,1,0,2,7,4,9,0,0,8,0,0,1,8,530,6,3.2,2095148.86328125,6753.05452537434
1059,340258090002,81,38,43,9,5,8,2,14,0,27,0,0,11,0,0,17,10,333,37,12.8,468657.66015625,3387.68358111353
1060,340258078003,76,21,55,15,6,0,0,0,0,21,0,0,0,0,0,7,14,503,0,4.2,1759400.11328125,5565.12528117773
1061,340258122001,62,10,52,2,2,0,2,4,0,8,0,0,2,0,0,2,6,1133,3,0.9,7198609.671875,14687.8465703255
1062,340258071002,63,12,51,8,4,0,0,0,0,6,0,0,6,0,0,1,5,430,5,2.8,423999.48046875,2603.99432568787
1063,340258070041,242,113,129,16,16,61,6,14,0,0,0,0,0,113,0,0,0,734,14,15.7,399804.703125,3001.89554983018
1064,340258072001,144,15,129,12,1,1,1,0,0,3,0,0,8,4,0,2,1,942,2,1.6,643519.3125,3761.34847050351
1065,340258038003,197,177,20,2,0,25,21,100,29,155,0,0,20,2,0,25,130,260,7,70,926853.625,4522.85693173735
1066,340258078001,84,13,71,11,2,0,0,0,0,11,0,0,2,0,0,3,8,558,0,2.3,2584884.08984375,8697.24919240432
1067,340258091003,100,61,39,2,9,6,23,21,0,57,1,0,2,1,0,12,46,718,332,15.8,2592626.015625,9955.28066846663
1068,340258070042,68,10,58,4,2,0,4,0,0,2,0,0,1,7,0,1,1,540,16,1.9,140904.5859375,1479.27871441479
1069,340258057002,59,19,40,3,8,5,2,1,0,15,0,0,3,1,0,11,4,506,2,3.8,917738.4296875,4580.69036152263
1070,340258073003,91,16,75,8,6,1,0,1,0,6,0,0,10,0,0,4,2,459,3,3.5,426557.44140625,2698.22150709615
1071,340258053002,151,130,21,4,8,14,33,57,14,125,0,0,5,0,0,30,95,517,7,25.5,2496640.1484375,7393.41704470558
1072,340258077004,64,11,53,8,0,2,0,1,0,6,0,0,5,0,0,2,4,465,2,2.4,1033052.0078125,4601.42815969411
1073,340258075001,80,21,59,14,4,2,1,0,0,4,0,0,16,1,0,0,4,280,4,7.6,518159.5546875,3657.32833798602
1074,340258082002,60,11,49,4,1,1,0,5,0,9,0,0,1,1,0,7,2,763,181,1.9,572693.76171875,3085.86151786038
1075,340258074002,68,33,35,4,5,9,6,8,1,29,1,0,1,2,0,20,10,654,153,6.6,376326.828125,2645.45251114866
1076,340258093013,88,36,52,4,1,5,11,14,1,28,2,0,4,2,0,11,19,294,10,12.7,749590.58984375,3421.928631323
1077,340258054003,387,293,94,14,13,69,65,112,20,157,7,0,43,86,0,64,100,897,138,38.6,1586575.30078125,6248.73195150188
1078,340297111001,45,18,27,0,4,6,4,4,0,16,0,0,2,0,0,6,10,602,49,3.3,1663511.5546875,6329.86692224307
1079,340258041001,295,183,112,10,1,9,65,84,14,103,29,0,35,16,0,40,92,722,171,33.2,1348839.5390625,6574.33007345729
1080,340258084021,177,58,119,7,19,23,4,5,0,28,1,0,18,11,0,23,6,678,145,10.9,912697.71484375,6282.23354022873
1081,340258084012,219,146,73,1,9,90,14,27,5,96,8,0,24,18,0,69,35,421,82,43.1,830528.640625,4756.08488123058
1082,340258084011,184,106,78,4,17,64,2,14,5,69,8,0,10,19,0,48,29,749,186,18.8,1100939.25390625,4797.27431468378
1083,340258084013,241,159,82,2,30,95,7,15,10,91,3,0,51,13,0,74,20,420,73,45.8,531697.55078125,4238.1294174494
1084,340258064003,46,11,35,6,3,0,2,0,0,8,0,0,3,0,0,4,4,655,47,1.8,2157020.4921875,6010.4424569142
1085,340258042003,221,183,38,2,6,14,42,98,21,177,0,0,6,0,0,36,141,628,13,29.8,4142703.87109375,13056.4639802686
1086,340258083002,106,59,47,3,13,21,1,18,3,42,0,0,10,7,0,22,20,703,93,9.7,1123614.7578125,5931.69607024233
1087,340258090001,154,70,84,6,7,8,22,23,4,52,0,0,18,0,0,28,24,785,190,11.8,710785.6484375,3506.48246772907
1088,340258066005,41,12,29,10,2,0,0,0,0,12,0,0,0,0,0,3,9,456,8,2.7,843786.69921875,4839.4557027183
1089,340258053005,263,237,26,3,5,13,48,136,32,229,0,0,8,0,0,40,189,464,14,52.7,1980523.12109375,10804.6299915799
1090,340258124002,75,23,52,4,3,11,0,3,2,20,0,0,3,0,0,9,11,524,172,6.5,1731616.97265625,6043.95536333148
1091,340258124003,60,14,46,7,5,2,0,0,0,11,0,0,2,1,0,3,8,926,553,3.8,5428677.87890625,12338.3017253154
1092,340258054002,162,60,102,7,5,23,9,12,4,13,13,0,21,13,0,16,10,474,162,19.2,682389.37109375,4055.42507877644
1093,340258055004,115,49,66,1,2,2,19,25,0,18,0,0,1,30,0,9,9,306,3,16.2,372025.69140625,4039.43465981483
1094,340258059001,73,11,62,11,0,0,0,0,0,6,2,0,3,0,0,2,6,886,12,1.3,1130767.6953125,5373.33861320167
1095,340258092002,48,10,38,6,4,0,0,0,0,9,0,0,1,0,0,4,5,744,167,1.7,2025828.2734375,6925.12967255254
1096,340258121002,666,381,285,7,0,10,23,231,110,93,113,0,76,99,0,63,143,721,195,72.4,913423.15234375,6033.28691440502
1097,340258077002,119,22,97,16,2,0,4,0,0,19,0,0,2,1,0,5,14,533,3,4.2,1371048.484375,6022.27918244105
1098,340258080013,334,240,94,5,7,19,51,143,15,212,2,0,21,5,0,62,152,874,64,29.6,3616582.17578125,10261.9438664011
1099,340258084022,382,199,183,4,41,78,21,45,10,115,6,0,64,14,0,85,36,1106,268,23.7,1049851.98828125,6723.59608907504
1100,340258053003,136,117,19,1,2,16,35,57,6,110,0,0,7,0,0,26,84,272,1,43.2,915366.8125,8270.00764460341
1101,340258080014,50,24,26,0,1,2,3,17,1,22,0,0,2,0,0,9,13,354,4,6.9,1019337.484375,5499.71693073827
1102,340258085004,55,10,45,5,3,0,0,1,1,10,0,0,0,0,0,4,6,673,20,1.5,4747979.234375,10531.9000078781
1103,340258055002,300,212,88,5,27,47,18,105,10,143,21,0,40,8,0,66,98,574,4,37.2,1144155.83203125,5817.73769563241
1104,340297120002,702,361,341,3,6,46,58,215,33,279,5,0,64,11,0,109,175,1023,511,70.5,2990267.23046875,9054.38254313527
1105,340297114002,439,348,91,2,0,1,98,229,18,319,0,0,29,0,0,86,233,708,137,60.9,1950007.15234375,6257.77486741992
1106,340297101001,45,20,25,1,5,3,5,5,1,17,0,0,3,0,0,6,11,395,28,5.4,1520666.0859375,7474.03380587273
1107,340297101002,844,517,327,8,18,52,76,305,58,345,2,0,164,3,0,117,230,1480,616,59.8,3368866.13671875,7401.68701126854
1108,340297101004,327,170,157,1,5,9,42,95,18,115,4,0,28,22,0,41,78,664,251,41.2,1262964.19921875,4616.41524584549
1109,340297101003,461,299,162,5,5,67,50,145,27,203,3,1,90,2,0,67,140,834,236,50,1870268.09375,5918.44611286116
1110,340297111002,66,11,55,4,2,0,2,3,0,10,1,0,0,0,0,4,7,805,47,1.5,1315309.04296875,5617.05745136999
1111,340297114001,363,260,103,1,1,1,75,170,12,246,0,0,14,0,0,83,163,638,208,60.5,1515545.25,7814.37250855467
1112,360470584002,55,12,43,0,8,1,0,0,3,6,1,0,2,3,0,7,0,1010,1,1.2,224492.7578125,2125.58636656664
1113,360470588001,139,79,60,1,47,25,0,5,1,59,1,0,15,4,0,59,1,666,0,11.9,206201.90625,2139.9010574523
1114,360470588002,216,105,111,3,12,56,3,25,6,44,26,0,15,20,0,67,3,831,4,12.7,70820.54296875,1079.22119848772
1115,360470390002,21,13,8,1,4,1,2,3,2,8,0,0,5,0,0,8,0,465,8,2.8,156083.74609375,1766.32625213932
1116,360470610022,438,137,301,24,3,92,5,6,7,0,88,0,0,49,0,69,19,1880,38,7.4,175259.421875,1657.52301918522
1117,360470606002,198,149,49,3,8,91,8,24,15,86,21,0,28,14,0,100,7,376,1,39.7,130996.0078125,1479.87525716108
1118,360470304001,172,125,47,1,39,32,10,39,4,82,1,0,42,0,0,76,7,545,6,23.2,488984.765625,4677.19378995475
1119,360470306001,221,180,41,3,36,95,11,29,6,119,19,0,41,1,0,127,11,777,10,23.5,335821.59375,2447.96431616799
1120,360470308001,142,95,47,6,36,34,5,9,5,55,16,0,15,9,0,65,6,837,3,11.4,1186183.76171875,5108.71357346816
1121,360470314001,164,112,52,4,17,62,7,17,5,76,7,0,16,13,0,78,5,423,7,26.9,116903.73046875,1398.49065107582
1122,360470330002,239,132,107,7,0,4,7,94,20,84,9,0,26,13,0,22,71,228,0,57.9,73148.76953125,1293.26625290848
1123,360470330001,622,226,396,51,1,8,3,112,51,18,0,0,53,154,0,3,15,890,0,25.4,147035.56640625,1804.25814305045
1124,360470608002,333,184,149,4,5,68,10,39,58,47,27,0,29,81,0,38,36,628,0,29.3,108416.3984375,1324.38154557532
1125,360470336003,315,239,76,5,28,150,9,31,16,98,7,0,71,63,0,75,30,437,10,56,168047.8046875,2301.55910286188
1126,360470336001,386,307,79,6,3,218,20,23,37,129,6,0,154,18,0,89,46,419,8,74.7,160151.08203125,1658.29842361976
1127,360470382001,114,81,33,2,7,32,10,16,14,52,3,0,24,2,0,54,1,311,0,26,98670.1015625,1257.18192910996
1128,360470610041,172,52,120,2,2,34,1,3,10,9,5,0,15,23,0,8,6,504,0,10.3,91361.62109375,1802.98185081009
1129,360470610045,191,82,109,8,7,53,2,10,2,10,4,0,16,52,0,12,2,592,0,13.9,52085.7109375,919.138531367935
1130,360470610031,186,143,43,3,7,105,3,7,18,65,4,0,68,6,0,59,10,268,5,54.4,64254.859375,1630.88498034265
1131,360470352001,252,81,171,14,0,12,9,30,16,0,1,0,10,70,0,1,0,524,0,15.5,1473272.84765625,10402.2947968963
1132,360470354001,556,113,443,18,1,24,22,28,20,0,43,1,1,68,0,34,10,1032,1,11,354633.05859375,2924.31170276651
1133,360470354002,400,52,348,7,2,4,3,26,10,0,36,0,0,16,0,32,4,1145,5,4.6,227201.8984375,1958.57931879944
1134,360470336005,499,377,122,4,2,221,37,80,33,199,11,0,133,34,0,135,75,632,12,60.8,303000.1875,2841.08579980644
1135,360470348002,279,153,126,4,0,20,9,63,57,33,3,0,60,56,0,13,23,391,3,39.4,134397.54296875,1577.73087621335
1136,360470350002,351,55,296,16,1,13,2,12,11,0,16,0,0,39,0,13,3,626,1,8.8,243195.58984375,2325.11292149455
1137,360470354003,259,50,209,8,0,5,8,17,12,0,26,0,0,24,0,22,4,1207,3,4.2,76919.0859375,1161.95248978793
1138,360470356022,428,94,334,16,2,14,12,23,27,0,45,0,0,48,1,31,14,1277,8,7.4,111588.5703125,1856.06057470963
1139,360470356023,289,42,247,9,0,9,2,11,11,0,0,0,0,42,0,0,0,1042,6,4.1,101826.28515625,1754.37728357173
1140,360470360011,156,34,122,13,4,4,0,6,7,0,21,0,2,11,0,14,7,673,22,5.2,48143.80078125,892.367700896351
